page_len,page_tag_num,page_tech_num,page_domain_type_num,page_like_req_domain_num,page_unlike_req_domain_num,page_hidden_tag_num,page_have_copyright,page_have_redirect
0,0,0,0,0,0,0,0,0
228647,1347,6,169,109,60,5,1,0
346686,305,3,31,23,8,0,1,0
0,0,0,0,0,0,0,0,0
482410,294,0,18,9,9,1,1,0
0,0,0,0,0,0,0,0,0
697126,3629,6,585,526,59,27,1,0
301278,1168,3,406,171,235,7,1,0
29775,173,4,28,28,0,2,1,0
854058,2591,7,510,497,13,5,1,0
613769,1420,7,372,357,15,5,1,0
0,0,0,0,0,0,0,0,0
113366,584,3,56,49,7,12,1,0
54125,290,4,38,29,9,3,1,0
361827,1651,3,73,59,14,2,0,0
414804,1002,8,107,93,14,9,1,0
446029,2413,8,537,405,132,27,1,1
499182,2086,15,406,397,9,54,1,0
128727,385,3,92,85,7,3,1,0
598706,2109,2,402,367,35,5,1,0
24877,179,0,17,8,9,2,1,0
473861,2182,5,151,122,29,6,1,0
0,0,0,0,0,0,0,0,0
955289,2842,6,368,346,22,80,1,0
169727,660,5,118,92,26,5,1,0
195640,787,6,74,64,10,7,1,0
0,0,0,0,0,0,0,0,0
513723,2743,16,357,337,20,23,1,0
47399,310,5,84,80,4,4,1,0
0,0,0,0,0,0,0,0,0
397368,1853,5,321,317,4,12,1,0
44753,608,1,89,65,24,10,1,0
161693,1237,1,168,143,25,1,1,0
0,0,0,0,0,0,0,0,0
1296184,1831,3,88,81,7,4,1,0
382009,83,0,4,4,0,0,1,0
263905,2608,6,143,121,22,1,1,0
128593,165,1,10,4,6,7,1,0
74634,267,9,42,42,0,1,1,0
107711,1016,3,82,73,9,6,1,1
106395,790,4,217,199,18,5,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
516528,2431,5,199,191,8,91,1,0
1754147,14655,6,592,583,9,4,1,0
530272,1553,7,59,55,4,10,1,0
66713,1113,3,332,328,4,11,1,0
50657,185,1,4,4,0,0,0,0
269946,787,9,79,78,1,75,1,0
0,0,0,0,0,0,0,0,0
762916,2362,1,376,321,55,4,1,0
528028,1802,5,318,299,19,15,1,0
590277,1184,7,288,275,13,18,1,0
175304,843,0,203,203,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
706698,3232,2,453,358,95,3,1,0
152187,799,5,50,33,17,1,1,0
1178467,7105,6,1588,1429,159,15,1,0
108500,1365,2,232,202,30,2,1,0
158850,583,2,93,72,21,1,1,0
19289,133,3,54,39,15,1,1,0
6607,54,3,4,4,0,0,0,0
0,0,0,0,0,0,0,0,0
470587,967,0,134,118,16,0,1,0
297765,878,10,144,24,120,20,1,0
0,0,0,0,0,0,0,0,0
116424,561,6,35,20,15,3,1,0
782323,3110,15,660,611,49,18,1,1
92420,394,12,4,4,0,7,0,0
148530,2446,6,762,756,6,29,1,0
66704,1380,6,387,381,6,16,1,0
959016,1539,10,204,185,19,23,1,0
417178,1906,5,253,246,7,1,1,0
15630,242,5,33,30,3,2,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
85241,71,0,10,10,0,6,0,0
