dyn_page_len,dyn_page_tag_num,dyn_page_tech_num,dyn_page_domain_type_num,dyn_page_like_req_domain_num,dyn_page_unlike_req_domain_num,dyn_page_hidden_tag_num,dyn_page_have_copyright,dyn_page_have_redirect,dyn_res_is_redirect,dyn_res_headers_type_num,dyn_res_constitute_url_num,dyn_res_constitute_domain_type
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
995,4,0,0,0,0,0,0,0,0,0,13,13
126,1,0,0,0,0,1,0,0,0,0,19,19
-2,0,0,0,0,0,-1,0,0,0,0,0,0
569,0,0,0,0,0,0,0,0,0,0,30,30
45448,240,0,10,10,0,5,0,0,0,0,285,285
-425,4,0,1,1,0,0,0,0,0,0,111,111
0,0,0,0,0,0,0,0,0,0,0,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,6,0,0,0,0,1,1
112,1,0,0,0,0,1,0,0,0,0,15,15
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,3
226,1,0,0,0,0,1,0,0,0,0,8,8
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,6,6
-4,0,0,0,0,0,0,0,0,0,0,0,0
-166,-1,0,0,0,0,0,0,0,0,0,67,67
0,0,0,0,0,0,0,0,0,0,0,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0
-1728,-1,0,0,0,0,-5,0,0,0,0,79,79
115,1,0,0,0,0,0,0,0,0,0,7,7
176,0,0,0,0,0,0,0,0,0,0,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0
966,6,0,0,0,0,0,0,0,0,0,150,150
0,0,0,0,0,0,0,0,0,0,0,0,0
5706750,2113,0,0,0,0,509,0,0,0,0,137,137
1930,4,0,0,0,0,1,0,0,0,0,43,43
1550,2,0,0,0,0,0,0,0,0,0,18,18
21,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0
687,0,0,0,0,0,15,0,0,0,0,9,9
0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,6
248951,1499,2,192,187,5,16,1,0,0,0,815,815
7672,41,0,1,1,0,1,0,0,0,0,119,119
0,0,0,0,0,0,0,0,0,0,0,6,6
387,1,0,0,0,0,0,0,0,0,0,32,32
0,0,0,0,0,0,0,0,0,0,0,0,0
-5200,27,0,7,0,7,0,0,0,0,0,90,90
-2822,26,2,0,0,0,4,0,0,0,0,418,418
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5548,3,0,0,0,0,1,0,0,0,0,11,11
25739,42,0,0,0,0,0,0,0,0,0,81,81
27337,41,0,0,0,0,0,0,0,0,0,75,75
130590,200,2,4,2,2,7,0,0,0,0,64,64
0,0,0,0,0,0,0,0,0,0,0,0,0
318157,454,0,13,6,7,3,0,0,0,0,149,149
0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,0,0,0,0,1,0,0,0,0,12,12
0,0,0,0,0,0,0,0,0,0,0,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
114179,98,0,1,0,1,3,0,0,0,0,22,22
0,0,0,0,0,0,0,0,0,0,0,0,0
32214,321,0,17,17,0,0,0,0,0,0,48,48
0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
-247,-1,0,0,0,0,0,0,0,0,0,11,11
408,1,0,0,0,0,0,0,0,0,0,7,7
1524,20,0,0,0,0,0,0,0,0,0,13,13
10172,9,0,0,0,0,2,0,0,0,0,258,258
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10981,5,0,0,0,0,2,0,0,0,0,184,184
3192,1,0,0,0,0,0,0,0,0,0,2,2
145,1,0,0,0,0,0,0,0,0,0,48,48
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1622,5,0,0,0,0,1,0,0,0,0,170,170
360,2,0,0,0,0,0,0,0,0,0,9,9
281,1,0,0,0,0,0,0,0,0,0,19,19
653,1,0,0,0,0,1,0,0,0,0,55,55
2133,4,0,0,0,0,1,0,0,0,0,73,73
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
589,7,0,0,0,0,0,0,0,0,0,40,40
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,2
1540,6,0,0,0,0,0,0,0,0,0,25,25
0,0,0,0,0,0,0,0,0,0,0,0,0
1516,5,0,0,0,0,1,0,0,0,0,180,180
0,0,0,0,0,0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0
24001,342,0,76,76,0,0,0,0,0,0,21,21
0,0,0,0,0,0,0,0,0,0,0,0,0
18917,316,0,8,6,2,0,0,0,0,0,51,51
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
-387,-2,0,0,0,0,-1,0,0,0,0,20,20
11817,34,0,0,0,0,-1,0,0,0,0,29,29
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
-113,0,0,0,0,0,0,0,0,0,0,10,10
0,0,0,0,0,0,0,0,0,0,0,0,0
-487,-1,0,0,0,0,1,0,0,0,0,232,232
0,0,0,0,0,0,0,0,0,0,0,0,0
108019,78,1,2,0,2,7,0,0,0,0,1329,1329
4092,5,0,0,0,0,1,0,0,0,0,38,38
397,0,0,0,0,0,0,0,0,0,0,9,9
0,0,0,0,0,0,0,0,0,0,0,0,0
141077,440,-1,54,45,9,8,1,0,0,0,173,173
9075,14,0,0,0,0,0,0,0,0,0,88,88
36689,26,1,0,0,0,0,0,0,0,0,45,45
0,0,0,0,0,0,0,0,0,0,0,0,0
-43,0,0,0,0,0,0,0,0,0,0,6,6
148745,702,2,1,0,1,0,0,0,0,0,43,43
13131,43,2,0,0,0,8,0,0,0,0,670,670
4685,3,0,0,0,0,4,0,0,0,0,44,44
18338,219,0,12,8,4,0,0,0,0,0,29,29
0,0,0,0,0,0,0,0,0,0,0,0,0
196299,1318,0,0,0,0,8,0,0,0,0,189,189
2987,2,1,0,0,0,0,0,0,0,0,7,7
0,0,0,0,0,0,0,0,0,0,0,0,0
-26,0,0,0,0,0,0,0,0,0,0,10,10
22490,20,0,0,0,0,2,0,0,0,0,12,12
0,0,0,0,0,0,0,0,0,0,0,0,0
118337,280,3,56,32,24,2,1,0,0,0,179,179
0,0,0,0,0,0,0,0,0,0,0,7,7
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
73798,164,0,9,9,0,2,0,0,0,0,98,98
3221,0,0,0,0,0,1,0,0,0,0,67,67
3661,12,1,0,0,0,3,0,0,0,0,115,115
0,0,0,0,0,0,0,0,0,0,0,0,0
1066,0,0,0,0,0,0,0,0,0,0,1,1
72675,84,2,0,0,0,4,0,0,0,0,322,322
-12158,15,0,0,0,0,1,0,0,0,0,98,98
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7424,20,0,0,0,0,3,0,0,0,0,722,722
381468,894,1,156,102,54,9,0,0,0,0,55,55
11319,6,0,0,0,0,2,0,0,0,0,271,271
44341,10,0,0,0,0,0,0,0,0,0,20,20
0,0,0,0,0,0,0,0,0,0,0,0,0
143810,924,3,143,133,10,30,0,0,0,0,180,180
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
136452,1234,0,168,168,0,50,0,0,0,0,123,123
0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1
978,5,0,0,0,0,0,0,0,0,0,71,71
-74115,61,0,2,2,0,0,0,0,0,0,60,60
26,0,0,0,0,0,0,0,0,0,0,5,5
-165,0,0,0,0,0,0,0,0,0,0,69,69
0,0,0,0,0,0,0,0,0,0,0,1,1
292873,2304,0,70,67,3,0,0,0,0,0,236,236
126037,1170,0,80,80,0,11,0,0,0,0,192,192
0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,5,5
12871,110,0,0,0,0,-1,0,0,0,0,90,90
0,0,0,0,0,0,0,0,0,0,0,0,0
1633,0,0,0,0,0,0,0,0,0,0,192,192
28,0,0,0,0,0,0,0,0,0,0,18,18
7167,64,2,7,5,2,1,0,0,0,0,59,59
0,0,0,0,0,0,0,0,0,0,0,4,4
-11,0,0,0,0,0,3,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
-62,0,0,0,0,0,0,0,0,0,0,10,10
-62,0,0,0,0,0,0,0,0,0,0,10,10
116857,184,0,3,0,3,-1,0,0,0,0,7,7
0,0,0,0,0,0,0,0,0,0,0,2,2
136459,1645,0,145,145,0,0,0,0,0,0,191,191
1515,6,0,0,0,0,1,0,0,0,0,14,14
2439,13,4,0,0,0,1,0,0,0,0,169,169
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
57038,75,1,9,7,2,6,1,0,0,0,416,416
11859,19,0,0,0,0,1,0,0,0,0,99,99
14252,0,0,0,0,0,0,0,0,0,0,39,39
18,0,0,0,0,0,0,0,0,0,0,2,2
115130,164,0,3,0,3,0,0,0,0,0,9,9
16296,68,0,0,0,0,7,0,0,0,0,209,209
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1476,14,0,0,0,0,0,0,0,0,0,40,40
0,0,0,0,0,0,0,0,0,0,0,0,0
132105,75,0,0,0,0,0,0,0,0,0,53,53
191257,261,0,48,43,5,0,-1,0,0,0,47,47
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,6
13113,166,0,69,67,2,-1,0,0,0,0,272,272
675,0,0,0,0,0,0,0,0,0,0,40,40
0,0,0,0,0,0,0,0,0,0,0,0,0
1748,12,0,0,0,0,6,0,0,0,0,33,33
9077,99,1,4,2,2,3,0,0,0,0,220,220
7265,77,-2,7,7,0,2,0,0,0,0,111,111
2562,14,1,3,0,3,0,0,0,0,0,97,97
12780,106,1,8,8,0,0,0,0,0,0,114,114
0,0,0,0,0,0,0,0,0,0,0,0,0
974,3,0,0,0,0,0,0,0,0,0,15,15
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0
18545,46,1,0,0,0,4,0,0,0,0,219,219
17882,60,0,0,0,0,5,0,0,0,0,120,120
9,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9749,21,0,0,0,0,0,0,0,0,0,27,27
-64705,-108,-1,0,0,0,-1,0,0,0,0,40,40
181,1,0,0,0,0,1,0,0,0,0,114,114
0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0
4935,3,0,0,0,0,3,0,0,0,0,596,596
112,1,0,0,0,0,1,0,0,0,0,79,79
835,5,0,0,0,0,2,0,0,0,0,29,29
50,0,0,0,0,0,0,0,0,0,0,3,3
4419,-5,0,0,0,0,1,0,0,0,0,39,39
18381,180,1,35,35,0,1,0,0,0,0,28,28
0,0,0,0,0,0,0,0,0,0,0,0,0
4919,1,0,0,0,0,1,0,0,0,0,40,40
3,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0
-986,1,0,0,0,0,0,0,0,0,0,36,36
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
472,1,0,0,0,0,1,0,0,0,0,61,61
-22,-28,0,0,0,0,-5,0,0,0,0,944,944
2450,8,0,0,0,0,0,0,0,0,0,426,426
7223,58,0,12,5,7,0,0,0,0,0,11,11
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
43760,291,0,44,44,0,1,0,0,0,0,54,54
0,0,0,0,0,0,0,0,0,0,0,0,0
224062,30,0,4,4,0,1,0,0,0,0,27,27
249571,32,0,4,0,4,3,0,0,0,0,23,23
6649,26,0,0,0,0,4,0,0,0,0,211,211
175464,317,3,3,0,3,46,0,0,0,0,246,246
7276,43,0,0,0,0,12,0,0,0,0,191,191
0,0,0,0,0,0,0,0,0,0,0,0,0
8105,66,0,0,0,0,0,0,0,0,0,3,3
814,4,0,0,0,0,0,0,0,0,0,3,3
310,0,0,0,0,0,0,0,0,0,0,14,14
27,0,0,0,0,0,0,0,0,0,0,2,2
314367,6579,1,605,605,0,1,0,0,0,0,1613,1613
9822,83,0,4,1,3,1,0,0,0,0,40,40
148083,0,0,0,0,0,0,0,0,0,0,123,123
-5903,-69,0,3,3,0,0,0,0,0,0,113,113
2556,-23,0,0,0,0,0,0,0,0,0,29,29
0,0,0,0,0,0,0,0,0,0,0,2,2
0,0,0,0,0,0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0
9250,12,0,0,0,0,0,0,0,0,0,902,902
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,0,0,0,0,1,0,0,0,0,13,13
0,0,0,0,0,0,0,0,0,0,0,1,1
5885,41,0,9,0,9,2,0,0,0,0,299,299
235,1,0,0,0,0,0,0,0,0,0,12,12
0,0,0,0,0,0,0,0,0,0,0,0,0
5463,9,0,2,0,2,0,0,0,0,0,35,35
142694,542,1,5,2,3,10,0,0,0,0,180,180
119006,168,0,3,0,3,11,0,0,0,0,132,132
154484,298,3,0,0,0,4,0,0,0,0,126,126
-39,0,0,0,0,0,0,0,0,0,0,0,0
6274,62,2,6,5,1,1,0,0,0,0,14,14
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
69748,3,0,0,0,0,0,0,0,0,0,68,68
0,0,0,0,0,0,0,0,0,0,0,0,0
1734,13,0,0,0,0,-2,0,0,0,0,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0
13087,359,0,8,4,4,7,0,0,0,0,3,3
0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,7,7
0,0,0,0,0,0,0,0,0,0,0,0,0
-204,0,0,0,0,0,0,0,0,0,0,9,9
123917,167,0,3,0,3,0,0,0,0,0,7,7
10388,48,1,7,4,3,1,0,0,0,0,98,98
-992,-1,0,0,0,0,-1,0,0,0,0,3,3
0,0,0,0,0,0,0,0,0,0,0,4,4
184502,1884,0,25,25,0,0,0,0,0,0,406,406
0,0,0,0,0,0,0,0,0,0,0,0,0
829,2,0,-1,0,-1,1,0,0,0,0,4,4
797,1,0,0,0,0,0,0,0,0,0,9,9
9,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
745,1,0,0,0,0,0,0,0,0,0,67,67
12245,23,0,0,0,0,0,0,0,0,0,31,31
5275,7,0,0,0,0,0,0,0,0,0,30,30
2054,7,0,0,0,0,0,0,0,0,0,17,17
0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0
419,2,0,0,0,0,0,0,0,0,0,3,3
193558,1735,0,40,50,-10,0,0,0,0,0,109,109
189854,1702,0,38,46,-8,0,0,0,0,0,93,93
0,0,0,0,0,0,0,0,0,0,0,0,0
14217,13,0,0,0,0,1,0,0,0,0,86,86
49368,159,0,18,0,18,4,0,0,0,0,172,172
55501,320,0,1,1,0,0,0,0,0,0,200,200
0,0,0,0,0,0,0,0,0,0,0,0,0
26006,27,0,1,1,0,0,0,0,0,0,92,92
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20,20
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0
58585,488,0,80,80,0,11,0,0,0,0,824,824
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11732,265,0,49,49,0,-1,0,0,0,0,22,22
29,0,0,0,0,0,0,0,0,0,0,114,114
4408,87,0,36,12,24,1,0,0,0,0,6,6
0,0,0,0,0,0,0,0,0,0,0,2,2
125,1,0,0,0,0,1,0,0,0,0,22,22
105835,137,0,3,0,3,0,0,0,0,0,17,17
48,0,0,0,0,0,0,0,0,0,0,0,0
115130,164,0,3,0,3,0,0,0,0,0,12,12
578033,5939,1,648,648,0,0,0,0,0,0,398,398
0,0,0,0,0,0,0,0,0,0,0,0,0
-264,-1,0,0,0,0,-1,0,0,0,0,65,65
34,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
15164,42,0,2,2,0,0,0,0,0,0,2,2
22075,154,2,24,18,6,1,1,0,0,0,54,54
4001,19,2,0,0,0,0,0,0,0,0,35,35
0,0,0,0,0,0,0,0,0,0,0,4,4
1005,4,0,0,0,0,0,0,0,0,0,10,10
-591,0,0,0,0,0,1,0,0,0,0,98,98
10929,157,0,55,55,0,0,0,0,0,0,26,26
0,0,0,0,0,0,0,0,0,0,0,0,0
50595,102,1,17,12,5,0,0,0,0,0,71,71
0,0,0,0,0,0,0,0,0,0,0,61,61
0,0,0,0,0,0,0,0,0,0,0,6,6
0,0,0,0,0,0,0,0,0,0,0,6,6
12027,39,0,1,0,1,0,0,0,0,0,93,93
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
667,3,0,0,0,0,0,0,0,0,0,75,75
598,3,0,0,0,0,0,0,0,0,0,37,37
-2894,0,0,0,0,0,0,0,0,0,0,43,43
0,0,0,0,0,0,0,0,0,0,0,0,0
-49,0,0,0,0,0,0,0,0,0,0,13,13
39446,47,1,0,0,0,0,0,0,0,0,10,10
5357,24,0,7,5,2,3,0,0,0,0,253,253
0,0,0,0,0,0,0,0,0,0,0,2,2
-3,0,0,0,0,0,0,0,0,0,0,2,2
34925,0,0,0,0,0,0,0,0,0,0,0,0
44193,69,3,0,0,0,14,0,0,0,0,369,369
13980,6,0,0,0,0,5,0,0,0,0,9,9
0,0,0,0,0,0,0,0,0,0,0,0,0
-2459,0,0,0,0,0,0,0,0,0,0,22,22
63,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,9,9
0,0,0,0,0,0,0,0,0,0,0,0,0
321,1,0,0,0,0,-1,0,0,0,0,92,92
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15,15
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,8
3754,48,0,0,0,0,0,0,0,0,0,127,127
1352,25,0,2,1,1,0,0,0,0,0,300,300
1989,1,0,0,0,0,1,0,0,0,0,43,43
665,1,0,0,0,0,9,0,0,0,0,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0
548168,2461,2,222,116,106,6,1,-1,0,0,238,238
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,0,0,0,0,1,0,0,0,0,13,13
7543,88,0,10,7,3,-1,0,0,0,0,217,217
15324,49,0,0,0,0,0,0,0,0,0,41,41
24825,254,0,16,13,3,1,0,0,0,0,45,45
28302,71,0,9,7,2,4,1,0,0,0,468,468
11900,19,0,0,0,0,1,0,0,0,0,101,101
31,0,0,0,0,0,0,0,0,0,0,3,3
129,1,0,0,0,0,0,0,0,0,0,6,6
1937,11,0,0,0,0,0,0,0,0,0,30,30
71734,309,0,27,24,3,0,0,0,0,0,246,246
170,2,0,0,0,0,1,0,0,0,0,43,43
0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,52,52
11739,39,0,1,1,0,11,0,0,0,0,885,885
0,0,0,0,0,0,0,0,0,0,0,0,0
-1072,-2,0,0,0,0,1,0,0,0,0,55,55
0,0,0,0,0,0,0,0,0,0,0,0,0
935,0,0,0,0,0,0,0,0,0,0,13,13
0,0,0,0,0,0,0,0,0,0,0,0,0
21208,75,0,28,24,4,1,0,0,0,0,9,9
0,0,0,0,0,0,0,0,0,0,0,5,5
7347,0,0,0,0,0,1,0,0,0,0,81,81
2141,0,0,0,0,0,0,0,0,0,0,10,10
9,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
299370,365,0,12,11,1,7,0,0,0,0,171,171
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
-15,0,0,0,0,0,0,0,0,0,0,9,9
-15,0,0,0,0,0,0,0,0,0,0,5,5
25985,60,0,0,0,0,19,0,0,0,0,312,312
-157,0,0,0,0,0,0,0,0,0,0,5,5
-228,-1,0,0,0,0,0,0,0,0,0,2,2
21082,178,0,20,20,0,25,0,0,0,0,159,159
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
383591,9,1,0,0,0,-1,0,0,0,0,35,35
276649,9,1,0,0,0,-1,0,0,0,0,24,24
371691,3257,-1,130,118,12,1,0,0,0,0,168,168
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,6
100833,145,0,2,0,2,0,0,0,0,0,15,15
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,55,55
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,4
0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1
99,1,0,0,0,0,1,0,0,0,0,170,170
279,0,0,0,0,0,0,0,0,0,0,36,36
28741,245,0,42,36,6,0,0,0,0,0,19,19
4530,21,0,0,0,0,2,0,0,0,0,713,713
287167,2263,0,207,172,35,5,1,0,0,0,131,131
111713,16,0,0,0,0,4,0,0,0,0,399,399
5290,22,4,0,0,0,3,0,0,0,0,184,184
132,1,0,0,0,0,0,0,0,0,0,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0
147454,127,1,2,2,0,11,0,0,0,0,172,172
0,0,0,0,0,0,0,0,0,0,0,5,5
8854,13,1,0,0,0,1,0,0,0,0,16,16
3343,10,1,0,0,0,1,0,0,0,0,16,16
36,0,0,0,0,0,0,0,0,0,0,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
-19,0,0,0,0,0,0,0,0,0,0,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0
122328,186,1,4,4,0,2,0,0,0,0,30,30
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
12170,65,0,1,1,0,3,0,0,0,0,67,67
2714,46,0,0,0,0,0,0,0,0,0,13,13
0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,0,0,0,0,1,0,0,0,0,11,11
1826,6,0,0,0,0,1,0,0,0,0,17,17
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
19732,46,0,0,0,0,2,0,0,0,0,72,72
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1
219,2,0,0,0,0,1,0,0,0,0,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0
61661,556,0,71,1,70,0,0,0,0,0,64,64
141655,250,0,7,0,7,2,0,0,0,0,46,46
4811,1,0,0,0,0,0,0,0,0,0,16,16
11992,65,0,0,0,0,1,0,0,0,0,149,149
194,1,0,0,0,0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0
289356,1253,1,117,97,20,23,0,0,0,0,71,71
8330,13,0,0,0,0,0,0,0,0,0,105,105
3979,19,0,0,0,0,6,0,0,0,0,42,42
324577,6,-1,0,0,0,0,0,0,0,0,128,128
396513,829,2,73,43,30,26,0,0,0,0,155,155
1707,1,0,0,0,0,1,0,0,0,0,4,4
123,1,0,0,0,0,1,0,0,0,0,50,50
18186,30,0,0,0,0,3,0,0,0,0,16,16
0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,1,0,0,0,0,10,10
112,1,0,0,0,0,1,0,0,0,0,66,66
112,1,0,0,0,0,1,0,0,0,0,16,16
48846,41,0,4,1,3,12,0,0,0,0,197,197
-7282,-2,0,0,0,0,3,0,0,0,0,386,386
0,0,0,0,0,0,0,0,0,0,0,3,3
333,8,0,0,0,0,0,0,0,0,0,6,6
2323,88,0,6,0,6,0,0,0,0,0,15,15
837467,-1,0,0,0,0,-48,0,0,0,0,91,91
52428,45,1,0,1,-1,3,0,0,0,0,15,15
740,-2,0,-4,-3,-1,1,0,0,0,0,51,51
15554,121,0,61,61,0,0,0,0,0,0,23,23
25395,147,-1,27,27,0,0,0,0,0,0,784,784
14,0,0,0,0,0,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,2
498,2,0,0,0,0,2,0,0,0,0,26,26
-443,-5,0,0,0,0,0,0,0,0,0,2,2
-443,-5,0,0,0,0,0,0,0,0,0,2,2
147089,508,0,13,13,0,0,0,0,0,0,84,84
0,0,0,0,0,0,0,0,0,0,0,0,0
63314,484,3,0,0,0,4,0,0,0,0,552,552
0,0,0,0,0,0,0,0,0,0,0,4,4
4883,0,0,0,0,0,0,0,0,0,0,27,27
104111,1097,0,89,89,0,0,0,0,0,0,349,349
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,17,17
